id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,bps_kode_kecamatan,bps_nama_kecamatan,kemendagri_kode_kecamatan,kemendagri_nama_kecamatan,pemilik_menara,lokasi_menara,long,lat,struktur_tower,tinggi_tower,keterangan,satuan,tahun
2857,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,PT. PROTELINDO,JL. JEND. A YANI NO. 358 RT  03/07 KODEPOS 40271,107.63664,-6.91247,ROOFTOP MT,40,-,METER,2020
2858,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,"PT. PROTELINDO, TBK",JL. SUKABUMI DALAM NO. 14B/123 RT 08/06,107.63674,-6.91762,POLE,15,-,METER,2020
2859,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,"PT. PROTELINDO, TBK",JL. BABAKAN JATI II RT 04 RW  08,107.64069,-6.94193,POLE,12,-,METER,2020
2860,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,"PT. PROTELINDO, TBK",JL. KAREES NO. 36/118 D RT 01 RW  04,107.62814,-6.92327,POLE,12,-,METER,2020
2861,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,PT. SOLUSI TUNAS PRATAMA,-,107.64407,-6.92859,POLE,15,-,METER,2020
2862,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,PT. SOLUSI TUNAS PRATAMA,JL. IBRAHIM ADJIE NO. 362,107.64203,-6.9379,POLE,9,-,METER,2020
2863,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,PT. SOLUSI TUNAS PRATAMA,JL. LIBRA V NO. 11.,107.63631,-6.93844,POLE,9,-,METER,2020
2864,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,PT. SOLUSI TUNAS PRATAMA,SURYA TJONG  STORE JL. JEND. GATOT SUBROTO NO. 245 RT 01 RW  03.,107.63358,-6.92601,4 KAKI,20,-,METER,2020
2865,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,PT. SOLUSI TUNAS PRATAMA,JL. SUKARNO  HATTA NO. 450 BANDUNG,107.62291,-6.95121,4 KAKI,60,-,METER,2020
2866,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,PT. SOLUSI TUNAS PRATAMA,JL. SOEKARNO  HATTA GANG.H.KURDI RT 02/10,107.63921,-6.944559,POLE,20,-,METER,2020
2867,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,PT. CENTRATAMA MENARA INDONESIA,JL. GARUT I NO. 1 RT 02 RW  04,107.6319,-6.917556,4 KAKI,24,-,METER,2020
2868,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,PT. CENTRATAMA MENARA INDONESIA,JL. GATOT SUBROTO NO. 180Â  RT 6/3,107.638738,-6.929419,4 KAKI,25,-,METER,2020
2869,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,PT. CENTRATAMA MENARA INDONESIA,JL. LASWI 98 BANDUNG,107.63033,-6.9219,POLE,32,-,METER,2020
2870,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,"PT. XL AXIATA, TBK",JL. JAKARTA NO. 73 RT 05 RW  03,-6.913833333,107.6425278,POLE,15,-,METER,2020
2871,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,"PT. XL AXIATA, TBK",JL. GUMURUH NO. 87 RT  01 RW  06,-6.933888889,107.638,3 KAKI,30,-,METER,2020
2872,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,"PT. XL AXIATA, TBK",JL. JATIMULYA 3 NO. 96 02RW  11,-6.94275,107.6364722,3 KAKI,31,-,METER,2020
2873,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,"PT. XL AXIATA, TBK",JL. AHMAD YANI NO. 326 RT 01/ RW  07 BANDUNG,-6.9134,107.63497,3 KAKI,25,-,METER,2020
2874,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,HUTCHINSON,BANDUNG SUPER MALL JL. GATOT SUBROTO 289 BANDUNG,107.636639,-6.924972,POLE,15,-,METER,2020
2875,32,JAWA BARAT,3273,KOTA BANDUNG,3273160,BATUNUNGGAL,32.73.12,BATUNUNGGAL,HUTCHINSON,JL. GATOT SUBROTO NO. 289,107.63715,-6.92533,POLE,6,-,METER,2020
2876,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,"PT. XL AXIATA, TBK",JL. BABAKAN TAROGONG NO. 110,-6.9328,107.59279,3 KAKI,25,-,METER,2020
2877,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,DAYA MITRA TELEKOMUNIKASI,JL. KOPO NO. 86 RT 01/07,107.596706,-6.931463,POLE,6,-,METER,2020
2878,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,DAYA MITRA TELEKOMUNIKASI,JL. BABAKAN TARUYONG,107.592667,-6.932969,3 KAKI,15,-,METER,2020
2879,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,DAYA MITRA TELEKOMUNIKASI,JL. PETA NO. 252 D,107.586139,-6.927391,POLE,9,-,METER,2020
2880,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,DAYA MITRA TELEKOMUNIKASI,JL. BABAKAN CIPARAY,107.58484,-6.930082,POLE,3,-,METER,2020
2881,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,"PT. INDOSAT, TBK",JL. BABAKAN CIPARAY NO. 299 RT 01/011,107.584552,-6.941879,4 KAKI,42,-,METER,2020
2882,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,"PT. INDOSAT, TBK",BLOK PETIR RW  05,107.589633,-6.931292,4 KAKI,42,-,METER,2020
2883,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,"PT. INDOSAT, TBK",JL. RAYA KOPO DEPAN PINTU TOL KOPO,107.581486,-6.956352,4 KAKI,52,-,METER,2020
2884,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,PT. TOWER BERSAMA GROUP,JL. TITIAN KENCANA,107.589,-6.93355,4 KAKI,26,-,METER,2020
2885,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,PT. TOWER BERSAMA GROUP,JL. KOPO,107.589,-6.93864,4 KAKI,53,-,METER,2020
2886,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,PT. TELKOMSEL,JL. SOEKARNO  HATTA NO. 70 I,107.590198,-6.946097,4 KAKI,20,-,METER,2020
2887,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,PT. TELKOMSEL,JL. MUTIARA TERUSAN PASIR KOJA,107.59359,-6.92954,POLE,6,-,METER,2020
2888,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. XL AXIATA, TBK",JL. KOMPLEK MUARA (DEPAN NO. 21) SEBELAH KANTOR CAMAT BOJONGLOA KIDUL,-6.941916667,107.5974722,4 KAKI,30,-,METER,2020
2889,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,"PT. XL AXIATA, TBK",JL. RAYA WACHID HASYIM (KOPO),-6.941444444,107.5882222,3 KAKI,30,-,METER,2020
2890,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,"PT. XL AXIATA, TBK",JL. JAMIKA NO. 96 RT 05 RW  07,-6.921833333,107.5834444,3 KAKI,15,-,METER,2020
2891,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,DAYA MITRA TELEKOMUNIKASI,JL. MEKAR PUSPITA NO. 88,107.598683,-6.950684,POLE,6,-,METER,2020
2892,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,DAYA MITRA TELEKOMUNIKASI,BABAKAN MUSLIMIN RT 03/06,107.608889,-6.955549,POLE,12,-,METER,2020
2893,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. INDOSAT, TBK",JL. PETA NO. 75 RT 12/03 SITUSAEUR,107.598223,-6.937988,4 KAKI,25,-,METER,2020
2894,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. INDOSAT, TBK",JL. CIBADUYUT NO. 53KEBON LEGA,107.594605,-6.949694,4 KAKI,32,-,METER,2020
2895,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,PT. TOWER BERSAMA GROUP,JL. LEUWI PANJANG NO. 90  RT 01/06,107.596,-6.94289,4 KAKI,25,-,METER,2020
2896,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,PT. TOWER BERSAMA GROUP,JL. GAUNG DAYA BAKTI 3 RT 10/04,107.595,-6.94664,MCP,12,-,METER,2020
2897,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,PT. TELKOMSEL,JL. CIBADUYUT RAYA NO. 142,107.592709,-6.955679,3 KAKI,12,-,METER,2020
2898,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,PT. TELKOMSEL,JL. PETA NO. 123,107.595281,-6.937215,3 KAKI,20,-,METER,2020
2899,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,PT. TELKOMSEL,JL. MEKAR MOLEK NO. 21,107.603461,-6.956559,4 KAKI,32,-,METER,2020
2900,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,PT. TELKOMSEL,VISI BOOK STORE JL. MEKARÂ LAKSANA NO.  1 RT 02 RW  06,107.605881,-6.953934,POLE,6,-,METER,2020
2901,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,PT. TELKOMSEL,KP. WARNA CINTA RT  04 RW  03,107.599998,-6.95464,POLE,6,-,METER,2020
2902,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. XL AXIATA, TBK",JL. SOEKARNO  HATTA NO. 162,-6.948222222,107.5978611,3 KAKI,15,-,METER,2020
2903,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,"PT. PROTELINDO, TBK",JL. AMD 10 NO. 17 A RT 06 RW  07  KOD.POS  40232,107.59183,-6.93055,3 KAKI,35,-,METER,2020
2904,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,"PT. PROTELINDO, TBK",JL. BABAKAN CIPARAY  NO.  195 RT  07 RW  07 KODE POS 40233,107.58497,-6.93266,3 KAKI,35,-,METER,2020
2905,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,"PT. PROTELINDO, TBK",JL. PUSRI RT  04 RW  11 NO.,107.58635,-6.94245,3 KAKI,35,-,METER,2020
2906,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,"PT. PROTELINDO, TBK",JL. K. H. WAHID HASYIM / KOPO NO. 218 RT 01 RW  04,107.59516,-6.93653,4 KAKI,25,-,METER,2020
2907,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,"PT. PROTELINDO, TBK",JL. LUNA IV NO. 8 RT 015 RW  04,107.59215,-6.92061,POLE,12,-,METER,2020
2908,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,"PT. PROTELINDO, TBK",JL. KOPO NO. 178 RT  04 RW  03,107.59575,-6.9344,POLE,6,-,METER,2020
2909,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,"PT. PROTELINDO, TBK",GG PESANTREN/JL. PETART 01/RW 03,107.59227,-6.93454,3 KAKI,31,-,METER,2020
2910,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,PT. SOLUSI TUNAS PRATAMA,JL. JENDRAL SUDIRMAN 511,107.5869,-6.91904,POLE,15,-,METER,2020
2911,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,PT. SOLUSI TUNAS PRATAMA,JL. PANGARSIH NO.  142 RT 10 RW  04,107.5917778,-6.922388889,3 KAKI,20,-,METER,2020
2912,32,JAWA BARAT,3273,KOTA BANDUNG,3273030,BOJONGLOA KALER,32.73.04,BOJONGLOA KALER,HUTCHINSON,JL. PETA NO. 25E RT 03/RW 06,107.58629,-6.92727,POLE,12,-,METER,2020
2913,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,PT. PROTELINDO,JL. CIBADUYUT RAYA NO. 85-87,107.5941,-6.95068,POLE,6,-,METER,2020
2914,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,PT. PROTELINDO,JL. KARASAK BARAT NO. 5B RT 01 RW  09,107.60233,-6.94882,POLE,9,-,METER,2020
2915,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,PT. PROTELINDO,JL. KOMPLEK MEKAR WANGI RT 3 RW  3,107.59968,-6.95328,SST,42,-,METER,2020
2916,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. PROTELINDO, TBK",JL. CIBADUYUT RAYA NO. 55A RT 01 RW  10,107.59406,-6.94964,3 KAKI,20,-,METER,2020
2917,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. PROTELINDO, TBK",JL. K.H WAHID HASIM NO. 235 RT  02 RW  06 KODE POS 40234,107.59364,-6.93964,3 KAKI,20,-,METER,2020
2918,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. PROTELINDO, TBK",JL. CIBADUYUT RAYA NO. 142 RT 01 RW  05,107.59255,-6.95623,3 KAKI,30,-,METER,2020
2919,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. PROTELINDO, TBK",GG. GAGAK HANDOKO NO. 66/198 B RT 04 RW  01,107.5976,-6.93353,4 KAKI,25,-,METER,2020
2920,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. PROTELINDO, TBK",JL. LEUWISARI X NO. 28 RT 01 RW  08,107.59833,-6.94594,POLE,12,-,METER,2020
2921,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. PROTELINDO, TBK",JL. KOPO NO. 367 RT 01 RW  07,107.58945,-6.9466,POLE,12,-,METER,2020
2922,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. PROTELINDO, TBK",JL. SAUYUNAN MAS V NO. 1,107.58988,-6.95126,POLE,12,-,METER,2020
2923,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. PROTELINDO, TBK",JL. LEUWI ANYAR I NO. 33,107.59479,-6.94386,POLE,12,-,METER,2020
2924,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. PROTELINDO, TBK",JL. MEKAR AGUNG NO. 1-3 RT  02 RW  04,107.60651,-6.95562,POLE,12,-,METER,2020
2925,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. PROTELINDO, TBK",KOMPLEK PERT OKOAN ISTANA MEKARW ANGI JL. KARASAK BARAT MEKAR MAS KAV. 5E,107.60221,-6.94889,POLE,6,-,METER,2020
2926,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. PROTELINDO, TBK",JL. MUARASARI I NO. 41 RT  02 RW  11,107.59996,-6.94457,POLE,6,-,METER,2020
2927,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. PROTELINDO, TBK",JL. LEUWI PANJANG GG. H. SAMSUDIN RT 09 RW 04,107.59394,-6.94505,POLE,6,-,METER,2020
2928,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. PROTELINDO, TBK",JL. ANGGACARANGRT 01/04,107.603,-6.9571,3 KAKI,31,-,METER,2020
2929,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,PT. SOLUSI TUNAS PRATAMA,JL. RANCAMAYA,107.5956111,-6.9555,3 KAKI,32,-,METER,2020
2930,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,PT. SOLUSI TUNAS PRATAMA,KOMPLEKS PERUMAHAN BABAKAN MUSLIMIN NO. 40 RT 03/RW 06,107.6091389,-6.955555556,POLE,6,-,METER,2020
2931,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,PT. SOLUSI TUNAS PRATAMA,JL. CIBADUYUT LAMA NO. 37 RT  07 RW  07,107.5907222,-6.948166667,3 KAKI,31,-,METER,2020
2932,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,PT. CENTRATAMA MENARA INDONESIA,JL. LEUWI PANJANG NO. 34 RT 07 RW  07,107.59639,-6.93988,POLE,9,-,METER,2020
2933,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,"PT. XL AXIATA, TBK",JL. CIPARAY TENGAH NO. 1  RT 05 RW 01,-6.96207,107.59291,3 KAKI,42,-,METER,2020
2934,32,JAWA BARAT,3273,KOTA BANDUNG,3273040,BOJONGLOA KIDUL,32.73.17,BOJONGLOA KIDUL,HUTCHINSON,JL. KARASAK NO. 63 RT 05/RW 05,107.60626,-6.94988,POLE,9,-,METER,2020
2935,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,PT. PROTELINDO,JL. CIJAWURA GIRANG RAYA RT 01 RW  014,107.64861,-6.9442,SST,30,-,METER,2020
2936,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,PT. PROTELINDO,JL. MARGACINTA NO. 52 A RT  01 RW  04,107.64299,-6.95494,CAMOUFLAGE,6,-,METER,2020
2937,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,"PT. PROTELINDO, TBK",JL. RANCABOLANG NO. 16,107.66242,-6.94628,4 KAKI,35,-,METER,2020
2938,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,"PT. PROTELINDO, TBK",JL. KAWALUYAAN RT 06 RW  06,107.66224,-6.93728,4 KAKI,25,-,METER,2020
2939,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,"PT. PROTELINDO, TBK",JL. CIJAWURA GIRANG II/3 RT 02 RW  14,107.64632,-6.94745,POLE,12,-,METER,2020
2940,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,"PT. PROTELINDO, TBK",JL. PERMATA KAWALUYAAN D-6 RT 03 RW  04,107.66301,-6.9313,POLE,21,-,METER,2020
2941,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,"PT. PROTELINDO, TBK",JL. MARGASARI NO. 221A RT 04 RW  10,107.65995,-6.95783,3 KAKI,43,-,METER,2020
2942,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,"PT. PROTELINDO, TBK",JL. CIJAWURA HILIR (GG. 3) RT 06 RW  012,107.65709,-6.96332,4 KAKI,20,-,METER,2020
2943,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,"PT. PROTELINDO, TBK",JL. SANGGAR KENCANA UTAMA,107.66679,-6.93847,POLE,12,-,METER,2020
2944,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,"PT. PROTELINDO, TBK",JL. MARGAHAYU RAYA BLOK L2 NO. 125A,107.65762,-6.95005,4 KAKI,27,-,METER,2020
2945,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,PT. CENTRATAMA MENARA INDONESIA,CIJAWURA HILIR RT 04 RW  12,107.66012,-6.96594,4 KAKI,42,-,METER,2020
2946,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,"PT. XL AXIATA, TBK",JL. CIWASTRA RT  04 RW  01,-6.95865,107.65773,3 KAKI,42,-,METER,2020
2947,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,PT. PERMATA KARYA PERDANA,JL. JUPITER IX RT 06 RW 02,107.66022,-6.94584,POLE,18,-,METER,2020
2948,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,NARAGITA,JL. MARGAWANGI RAYA 1 NO. 3 RT  03/04,107.65203,-6.96254,POLE,36,-,METER,2020
2949,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,DAYA MITRA TELEKOMUNIKASI,JL. KENCANA WANGI UTARA,107.652494,-6.959432,4 KAKI,42,-,METER,2020
2950,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,DAYA MITRA TELEKOMUNIKASI,JL. CIPAGALO GIRANG NO. 81,107.64789,-6.953073,POLE,18,-,METER,2020
2951,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,DAYA MITRA TELEKOMUNIKASI,JATI SARI,107.6631357,-6.93494,POLE,20,-,METER,2020
2952,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,DAYA MITRA TELEKOMUNIKASI,JL. CIJAURA GIRANG NO. 2,107.648057,-6.944564,3 KAKI,10,-,METER,2020
2953,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,"PT. INDOSAT, TBK",JI.CIPAGALO GIRANG RT 02/03],107.647887,-6.950068,4 KAKI,52,-,METER,2020
2954,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,PT. TOWER BERSAMA GROUP,JL. RANCASAWO,107.671,-6.95976,4 KAKI,52,-,METER,2020
2955,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,PT. TOWER BERSAMA GROUP,JL. CIJAURA ILIR RT 15/06,107.66,-6.96045,POLE,9,-,METER,2020
2956,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,PT. TOWER BERSAMA GROUP,JL. CIJAWURA GIRANG RT 13/08,107.653,-6.9477,4 KAKI,36,-,METER,2020
2957,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,PT. TOWER BERSAMA GROUP,JL. TERUSAN CIWASTRA,107.64,-6.95473,3 KAKI,31,-,METER,2020
2958,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,PT. TELKOMSEL,JL. SOEKARNO  HATTA NO. 702,107.661227,-6.938452,4 KAKI,0,-,METER,2020
2959,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,PT. TELKOMSEL,JL. MARGAASIH NO. 3B,107.653295,-6.958473,4 KAKI,52,-,METER,2020
2960,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,PT. TELKOMSEL,JL. KIARASARI 1,107.644093,-6.94899,4 KAKI,36,-,METER,2020
2961,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,PT. TELKOMSEL,JL. KOMPLEK KPAD PINDAD TIMUR,107.654966,-6.939251,4 KAKI,42,-,METER,2020
2962,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,PT. TELKOMSEL,JL. RANCABOLANG MARGAHAYU RAYA,107.661372,-6.952211,4 KAKI,52,-,METER,2020
2963,32,JAWA BARAT,3273,KOTA BANDUNG,3273090,BUAHBATU,32.73.22,BUAHBATU,PT. TELKOMSEL,JL. TERUSAN IBRAHIM ADJIE NO. 46 RT 04 RW 01,107.64134,-6.94755,POLE,6,-,METER,2020
