radio,mcc,net,area,cell,lon,lat,range,samples,changeable
GSM,502,158,220,26171,102.8283,3.6449,1000,1,1
GSM,502,158,224,17161,101.0607,4.8246,1000,1,1
GSM,502,158,224,19253,101.0783,4.8144,2257,6,1
LTE,502,19,43157,7882518,101.6737,2.9401,1000,1,1
LTE,502,19,43157,7609713,101.6737,2.9402,1000,1,1
LTE,502,19,43157,7882621,101.6737,2.9402,1000,1,1
LTE,502,19,43286,25373511,101.7753,3.0503,1000,2,1
LTE,502,19,43286,4600598,101.7749,3.0509,1000,1,1
LTE,502,19,43286,4552118,101.7746,3.0528,1000,6,1
LTE,502,19,43286,4552008,101.7744,3.0545,1000,3,1
LTE,502,19,43286,4600647,101.7744,3.0551,1000,2,1
LTE,502,19,43286,4521288,101.7744,3.0556,1000,3,1
LTE,502,19,43286,4521327,101.776,3.0603,1000,1,1
LTE,502,19,43286,4521379,101.776,3.0603,1000,1,1
LTE,502,19,43286,4521339,101.776,3.0603,1000,1,1
LTE,502,19,42106,17324055,101.7594,3.0993,1000,3,1
LTE,502,19,43286,16121013,101.6844,3.0295,1000,12,1
LTE,502,19,43286,9621143,101.6835,3.0152,1000,6,1
LTE,502,19,43286,7215543,101.6833,2.9976,1000,6,1
LTE,502,19,43157,24499914,101.6822,2.9039,1000,2,1
LTE,502,19,43157,15076423,101.68,2.902,1000,1,1
LTE,502,19,43157,6958193,101.676,2.9142,1000,5,1
LTE,502,19,15026,28424480,101.7533,3.1821,1000,1,1
LTE,502,19,43286,3840408,101.7541,3.0235,1000,1,1
LTE,502,19,43286,3840388,101.754,3.0236,1000,2,1
GSM,502,13,24087,11755,102.1175,2.5819,1000,3,1
GSM,502,158,220,24602,102.9079,2.7534,1000,1,1
GSM,502,158,170,46185,103.3827,1.656,1000,1,1
GSM,502,13,23069,15381,101.1232,4.3592,1000,4,1
GSM,502,13,22083,29277,101.3072,2.9494,1000,2,1
GSM,502,13,22083,29278,101.3072,2.9494,1000,2,1
GSM,502,13,23047,14051,100.5173,5.0155,1528,3,1
GSM,502,13,23047,16052,100.5185,5.0115,1000,1,1
GSM,502,158,104,37143,100.764,4.5222,1000,1,1
GSM,502,158,104,37142,100.7775,4.5144,2595,4,1
GSM,502,158,104,37141,100.7705,4.5178,1000,3,1
LTE,502,19,43286,22096968,101.7744,3.0552,1000,2,1
LTE,502,152,5109,179866398,101.7599,3.0999,1000,1,1
LTE,502,152,10101,44096267,101.7538,3.1819,1000,1,1
LTE,502,19,43157,7145032,101.6765,2.9069,1000,1,1
LTE,502,152,5119,179277342,101.6884,3.055,1000,1,1
LTE,502,19,5108,179405834,101.7008,2.9296,1000,19,1
LTE,502,19,5108,179415582,101.7007,2.9307,1000,3,1
LTE,502,19,5108,179430420,101.701,2.9301,1000,13,1
LTE,502,19,5108,179430430,101.6981,2.9353,1000,17,1
LTE,502,19,43156,9449749,101.7133,2.938,1000,1,1
LTE,502,19,43156,15319705,101.7133,2.938,1000,1,1
LTE,502,13,43156,15319575,101.7133,2.938,1000,1,1
LTE,502,19,5108,179416074,101.7095,2.9391,1000,2,1
LTE,502,19,43156,24302616,101.7102,2.9398,1000,2,1
LTE,502,19,43156,7680071,101.7092,2.9393,1000,1,1
LTE,502,19,43286,7682741,101.677,2.9521,1000,1,1
GSM,502,13,24086,26731,102.1411,2.3564,1000,1,1
GSM,502,13,22516,19483,102.5698,5.7912,1000,2,1
GSM,502,13,22516,10286,102.637,5.6499,1000,1,1
GSM,502,13,22516,10285,102.6739,5.6313,1000,1,1
LTE,502,12,10501,55423305,101.7434,3.1776,1000,1,1
LTE,502,12,10501,55423325,101.7461,3.1774,1000,1,1
LTE,502,12,10101,68394509,101.7124,3.1219,1000,1,1
LTE,502,12,11805,68387862,101.693,3.1065,1000,1,1
LTE,502,12,12202,66584587,101.6896,3.1102,1000,1,1
LTE,502,12,11805,66632973,101.6888,3.1108,1000,1,1
LTE,502,12,12203,66794754,101.6628,3.1175,1000,1,1
LTE,502,12,12203,66578730,101.665,3.1177,1000,23,1
LTE,502,12,12203,67906857,101.6654,3.1159,500,26,1
LTE,502,12,12203,67906817,101.6658,3.1159,1000,5,1
LTE,502,12,12804,68373597,101.666,3.1163,1000,1,1
LTE,502,12,12203,66578700,101.6667,3.1173,1000,3,1
LTE,502,12,12203,67906827,101.6658,3.1161,1000,1,1
LTE,502,12,12203,67904259,101.6664,3.116,1000,3,1
LTE,502,12,12203,67906837,101.6657,3.1157,1000,1,1
LTE,502,12,11805,68387843,101.6916,3.1086,1000,5,1
LTE,502,12,12805,66745869,101.7039,3.1122,1000,1,1
LTE,502,12,10501,68380950,101.7388,3.1844,1000,1,1
LTE,502,12,10502,66671452,101.7376,3.1963,1000,1,1
LTE,502,12,10502,66671532,101.7374,3.197,1000,2,1
LTE,502,12,10502,66671542,101.7371,3.1975,1000,1,1
LTE,502,12,10502,68410893,101.725,3.2056,1000,2,1
LTE,502,12,10502,68410892,101.7237,3.2046,1000,2,1
LTE,502,12,10502,68410882,101.7236,3.2045,1000,2,1
LTE,502,12,10502,68386817,101.7189,3.2078,1000,1,1
LTE,502,12,10502,68386827,101.7172,3.2067,1000,8,1
LTE,502,12,10502,68386857,101.7154,3.2053,1000,2,1
LTE,502,12,10502,66827049,101.716,3.2039,1000,5,1
LTE,502,12,10502,66827050,101.7174,3.2018,1000,7,1
LTE,502,12,10502,68382763,101.7189,3.2014,1000,9,1
LTE,502,12,10502,66594345,101.7184,3.201,1000,1,1
LTE,502,12,10502,66594350,101.7179,3.2008,1000,2,1
LTE,502,12,10502,68382793,101.72,3.2018,1000,2,1
LTE,502,12,10502,68382761,101.7203,3.2021,1000,1,1
LTE,502,12,10502,68382791,101.7211,3.2027,1000,7,1
LTE,502,12,10502,66613289,101.7356,3.2024,1000,1,1
LTE,502,12,11805,66828587,101.6786,3.1151,1000,1,1
LTE,502,12,11805,66632746,101.6792,3.1147,1000,1,1
LTE,502,12,10101,66649367,101.7285,3.1439,1000,1,1
LTE,502,12,10501,66839829,101.735,3.1698,1000,1,1
LTE,502,12,12803,66604053,101.6917,3.0797,1000,1,1
LTE,502,12,14102,53928746,101.6641,2.9695,1000,1,1
LTE,502,12,14104,54220893,101.6731,2.9245,1000,1,1
LTE,502,12,14104,54010953,101.6764,2.9207,1000,1,1
LTE,502,12,32777,44556678,101.6807,2.9077,1000,2,1
LTE,502,12,14104,55311619,101.6844,2.9065,1000,4,1
LTE,502,12,14104,55311618,101.6818,2.9022,1000,17,1
LTE,502,12,14104,55313667,101.6808,2.8946,1049,13,1
LTE,502,12,14104,55311628,101.6841,2.9005,1000,6,1
LTE,502,12,14104,54220841,101.678,2.9042,1000,15,1
LTE,502,12,14104,53849367,101.6767,2.9079,1000,2,1
LTE,502,12,14101,53763332,101.6749,2.9188,1000,2,1
LTE,502,12,14101,53763342,101.6747,2.9211,1000,1,1
LTE,502,12,11406,66647317,101.7187,3.1322,1000,1,1
GSM,502,13,23097,28973,100.9075,4.7768,1000,1,1
GSM,502,13,23097,28971,100.9313,4.773,1000,2,1
GSM,502,12,4185,51168,100.4068,6.1475,1000,1,1
GSM,502,12,9053,50803,102.6646,5.7332,1000,1,1
GSM,502,12,9053,50802,102.6646,5.7332,1000,1,1
GSM,502,12,9087,46981,102.5061,5.8558,1476,2,1
GSM,502,13,22025,16466,101.6448,3.1166,1000,1,1
GSM,502,158,14,62582,100.7901,5.9689,1000,1,1
GSM,502,158,14,62583,100.7901,5.9689,1000,1,1
GSM,502,158,14,59053,100.7901,5.9689,1000,1,1
GSM,502,158,14,62581,100.7901,5.9689,1000,1,1
GSM,502,158,14,41142,100.7422,5.8262,1000,1,1
GSM,502,158,14,41143,100.7422,5.8262,1000,1,1
GSM,502,158,14,41141,100.7422,5.8262,1000,1,1
GSM,502,158,14,64573,100.7422,5.8262,1000,1,1
GSM,502,158,14,64572,100.7422,5.8262,1000,1,1
GSM,502,12,9046,46113,102.452,3.2699,1000,3,1
GSM,502,12,9046,46112,102.452,3.2699,1000,3,1
GSM,502,13,22528,10063,102.4208,3.4382,1000,2,1
GSM,502,12,2082,29242,101.6931,3.2102,1000,1,1
GSM,502,12,2125,15241,101.6931,3.2102,1000,1,1
GSM,502,158,227,16301,100.6363,5.9208,1000,1,1
GSM,502,158,227,16303,100.6363,5.9208,1000,1,1
GSM,502,158,227,16302,100.6363,5.9208,1000,1,1
GSM,502,13,23087,15743,100.615,5.8021,1000,1,1
GSM,502,158,228,21341,100.6318,5.7219,1000,1,1
GSM,502,158,228,21342,100.6318,5.7219,1000,1,1
GSM,502,158,228,21343,100.6318,5.7219,1000,1,1
GSM,502,12,9087,46983,102.4905,5.8796,1000,1,1
GSM,502,12,4189,33022,100.5518,5.6158,1000,1,1
GSM,502,158,123,33836,100.5815,5.4592,1000,1,1
GSM,502,12,2008,14321,101.7081,3.1474,1000,1,1
GSM,502,13,22516,12311,102.3185,5.8929,1000,3,1
GSM,502,12,2017,871,101.7618,3.1325,1000,2,1
GSM,502,13,23097,30082,100.9478,4.7981,1212,3,1
GSM,502,13,23097,19063,100.9474,4.7968,1357,3,1
GSM,502,13,23097,19062,100.9464,4.7943,1660,3,1
GSM,502,13,23097,18602,101.0815,4.8138,1000,2,1
GSM,502,13,23047,30721,100.6574,5.2304,1000,1,1
LTE,502,19,5115,179238932,101.7047,3.1676,1000,11,1
LTE,502,19,43217,4270358,101.7045,3.1676,1000,5,1
LTE,502,19,43217,4270439,101.7077,3.1688,1000,10,1
LTE,502,19,43217,4270468,101.7043,3.1674,1000,1,1
LTE,502,19,43217,18819144,101.7042,3.1675,1000,3,1
LTE,502,19,43217,4014358,101.6991,3.1705,1000,14,1
LTE,502,19,43217,4040649,101.6986,3.1674,1000,1,1
LTE,502,19,43217,4270489,101.7021,3.168,1000,3,1
LTE,502,19,43217,18819143,101.7015,3.168,1000,1,1
LTE,502,19,43217,18819147,101.7025,3.168,1000,1,1
LTE,502,19,43217,18819277,101.7028,3.168,1000,2,1
LTE,502,19,43217,4270490,101.7044,3.1679,1000,1,1
LTE,502,19,43217,4270488,101.7044,3.1676,1000,5,1
LTE,502,19,43217,18819274,101.7043,3.1676,1000,2,1
LTE,502,19,43217,4270508,101.7044,3.1675,1000,4,1
LTE,502,19,43217,18819094,101.7043,3.1675,1000,1,1
LTE,502,19,5115,189460295,101.7024,3.1695,1000,1,1
LTE,502,19,5115,179238942,101.7009,3.1699,1000,1,1
LTE,502,19,43217,15859790,101.6993,3.1709,1000,2,1
GSM,502,13,22527,15211,103.3716,4.2115,1000,1,1
GSM,502,19,22097,30679,102.3433,4.1483,1000,1,1
GSM,502,19,22097,30675,102.3433,4.1483,1000,1,1
GSM,502,13,23097,15931,100.8272,4.7738,1000,1,1
GSM,502,12,9087,46982,102.5092,5.8429,1000,1,1
GSM,502,13,22528,10062,102.4531,3.453,1483,3,1
GSM,502,158,170,41308,102.8023,2.4681,1000,1,1
GSM,502,13,24086,29042,102.132,2.2876,1000,3,1
GSM,502,158,211,19141,102.3573,2.6755,1000,1,1
GSM,502,13,24106,19902,101.9729,2.8429,1000,1,1
GSM,502,13,22057,28416,101.7063,2.969,1000,1,1
GSM,502,12,2022,60842,101.5972,3.147,1000,1,1
GSM,502,12,2190,33773,101.4974,3.0627,1000,1,1
GSM,502,12,2190,31213,101.4974,3.0627,1000,1,1
GSM,502,13,24097,16623,103.672,1.5041,1000,1,1
GSM,502,13,24097,16622,103.6769,1.5037,1000,1,1
GSM,502,13,24097,11691,103.6769,1.5037,1000,1,1
GSM,502,13,24058,12043,103.6769,1.5037,1000,1,1
GSM,502,13,24097,11341,103.672,1.5041,1000,1,1
GSM,502,13,24058,13433,103.7589,1.4944,1000,1,1
GSM,502,13,24068,12736,103.821,1.5198,1000,2,1
GSM,502,13,24068,12454,103.8657,1.4759,1000,1,1
GSM,502,13,24068,16502,103.8982,1.4706,1000,1,1
GSM,502,13,24068,17222,103.9031,1.4701,1000,3,1
GSM,502,13,24068,17182,103.8982,1.4706,1000,1,1
GSM,502,13,24068,19233,103.9278,1.487,1000,1,1
GSM,502,13,24068,17172,103.9278,1.487,1000,1,1
GSM,502,13,24068,17662,103.9392,1.4888,1279,2,1
GSM,502,13,24068,26511,103.9069,1.4883,1000,1,1
GSM,502,13,24087,13721,101.8355,2.8407,1000,3,1
GSM,502,13,22528,15075,102.2472,3.2652,1000,1,1
GSM,502,13,27001,35061,100.2217,6.363,1000,1,1
GSM,502,13,23016,11662,100.2217,6.363,1000,1,1
GSM,502,13,24058,14371,103.7006,1.4989,1000,1,1
GSM,502,13,23016,13432,100.3141,6.1373,1902,2,1
GSM,502,13,24047,10706,103.3394,1.9567,1000,1,1
GSM,502,13,24097,11943,103.6724,1.4887,1000,1,1
GSM,502,158,162,14542,102.4577,3.3117,1000,1,1
GSM,502,13,23087,30703,100.5852,5.4181,1000,1,1
GSM,502,13,22516,10284,102.668,5.7169,1000,1,1
GSM,502,13,24097,11262,103.6296,1.5448,1000,1,1
GSM,502,13,24097,10951,103.5875,1.5603,1000,1,1
GSM,502,13,24069,11764,103.8524,2.3891,1000,1,1
GSM,502,13,24069,11765,103.8524,2.3891,1000,1,1
GSM,502,13,24097,10222,103.587,1.4544,1000,2,1
GSM,502,12,2010,10132,101.7365,3.1585,1000,1,1
GSM,502,13,24069,11635,103.9446,2.0906,1000,1,1
GSM,502,13,24069,11634,103.9446,2.0906,1000,1,1
GSM,502,13,24097,11481,103.5941,1.4555,1000,2,1
GSM,502,13,24097,10214,103.5986,1.4513,1000,1,1
GSM,502,13,24097,10215,103.5997,1.4528,1000,2,1
GSM,502,13,24058,15472,103.7537,1.638,1000,1,1
GSM,502,13,24058,15473,103.7537,1.638,1000,1,1
GSM,502,13,24058,13311,103.7537,1.638,1000,1,1
GSM,502,13,24058,15471,103.7537,1.638,1000,1,1
GSM,502,13,24058,11662,103.7012,1.6174,3383,5,1
GSM,502,13,22057,19701,101.8153,3.047,1000,1,1
GSM,502,13,24058,11663,103.6823,1.6123,5787,6,1
GSM,502,13,24058,11661,103.707,1.6263,1208,4,1
GSM,502,158,163,11692,103.1122,3.3792,1829,3,1
GSM,502,13,24068,12735,103.8206,1.5211,1000,1,1
GSM,502,13,24068,17541,103.8533,1.5031,1000,1,1
GSM,502,13,24068,16782,103.8249,1.4965,1000,3,1
GSM,502,13,24086,10215,102.2897,2.3193,1821,8,1
GSM,502,13,24086,10216,102.2838,2.3286,4575,7,1
GSM,502,13,24058,12432,103.662,1.6089,1000,2,1
LTE,502,152,5503,181433354,116.0704,5.9801,1000,1,1
GSM,502,13,24069,10742,103.8278,2.43,1054,2,1
GSM,502,13,24069,11831,103.8362,2.4237,1000,1,1
GSM,502,13,24069,11833,103.8362,2.4237,1000,1,1
GSM,502,12,2008,381,101.7111,3.1485,1000,1,1
GSM,502,13,24047,12776,103.4324,2.0459,1000,1,1
GSM,502,13,24047,12775,103.4324,2.0459,1000,1,1
GSM,502,13,24047,17403,103.3675,1.9548,1000,2,1
GSM,502,13,24047,18082,103.3704,1.9569,1000,1,1
GSM,502,13,24087,15123,101.7637,2.7573,1000,1,1
GSM,502,13,24087,15121,101.7637,2.7573,1000,1,1
GSM,502,13,22048,18543,101.7886,2.9654,1000,3,1
GSM,502,13,24058,16733,103.683,1.6328,1000,2,1
GSM,502,13,24097,20592,103.5986,1.482,1000,1,1
GSM,502,12,2018,50157,101.713,3.0787,1000,1,1
GSM,502,158,177,39954,102.6032,5.6931,1000,1,1
GSM,502,158,177,39955,102.6032,5.6931,1000,1,1
GSM,502,158,183,11253,102.6032,5.6931,1000,1,1
GSM,502,13,22083,24252,101.2822,2.9088,1000,1,1
GSM,502,13,22526,10081,101.9762,4.0471,1099,4,1
GSM,502,158,212,24712,102.4628,2.7076,1000,1,1
GSM,502,13,24106,13665,102.6956,2.5785,1822,2,1
GSM,502,13,24066,14221,102.8165,2.5068,1000,1,1
GSM,502,13,24066,13594,102.8957,2.4887,1000,2,1
LTE,502,19,5115,179360788,101.7126,3.162,1000,4,1
LTE,502,19,43217,22925515,101.7115,3.1617,1000,1,1
LTE,502,19,43217,22925514,101.7115,3.1617,1000,1,1
LTE,502,19,43217,6027703,101.7115,3.1617,1000,1,1
LTE,502,19,43217,2662837,101.7115,3.1617,1000,1,1
LTE,502,19,43217,2662679,101.7115,3.1617,1000,1,1
LTE,502,19,43217,2660277,101.7115,3.1617,1000,1,1
LTE,502,19,43217,2662759,101.7115,3.1617,1000,1,1
LTE,502,19,43217,2662757,101.7115,3.1617,1000,1,1
LTE,502,19,42106,7270677,101.7475,3.0743,1000,7,1
LTE,502,19,5119,179395338,101.7426,3.0739,1000,5,1
LTE,502,19,5109,179393044,101.7407,3.0738,1000,4,1
LTE,502,19,43166,6735799,101.7361,3.0761,1000,12,1
LTE,502,19,43166,4063144,101.7333,3.0774,1000,7,1
LTE,502,19,5119,179201290,101.7315,3.0784,1000,5,1
LTE,502,19,43166,4365157,101.7295,3.0786,1000,4,1
LTE,502,19,43166,3804518,101.7253,3.0792,1000,8,1
LTE,502,19,5119,179233310,101.7094,3.0687,1000,5,1
LTE,502,19,43156,7618741,101.759,2.9334,1387,5,1
LTE,502,19,43156,7605781,101.7614,2.9332,1000,4,1
LTE,502,19,43156,6172581,101.7623,2.9334,1000,2,1
LTE,502,19,43156,15314635,101.7627,2.9339,1000,5,1
LTE,502,19,5135,179891230,101.7713,2.9358,1000,2,1
LTE,502,19,43156,6121399,101.7717,2.9348,1000,3,1
LTE,502,19,43156,6121289,101.7715,2.9349,1000,6,1
LTE,502,19,43156,7907861,101.7873,2.9336,1000,2,1
LTE,502,19,43156,7908041,101.7876,2.9326,1000,2,1
LTE,502,19,43156,7907911,101.7873,2.9337,1000,1,1
LTE,502,19,43156,7908021,101.787,2.9323,1000,5,1
LTE,502,19,5135,179827220,101.7859,2.9311,1000,15,1
LTE,502,19,43156,7908022,101.7851,2.9298,1000,3,1
LTE,502,19,5135,179870740,101.7857,2.9277,1000,2,1
LTE,502,19,43156,5888693,101.7906,2.9269,1000,4,1
LTE,502,19,43156,9774523,101.7923,2.9254,1000,17,1
LTE,502,19,43156,5888584,101.7915,2.9221,1000,2,1
LTE,502,19,43156,5888694,101.7903,2.9228,1000,12,1
LTE,502,19,43156,5885897,101.7891,2.9214,1000,6,1
LTE,502,19,43156,5885877,101.7889,2.9212,1000,9,1
LTE,502,19,43156,5885797,101.7882,2.9206,1000,4,1
LTE,502,19,43156,5310156,101.788,2.9193,1000,2,1
LTE,502,19,43156,15841647,101.788,2.916,1000,12,1
LTE,502,19,43156,5310026,101.7875,2.9188,1000,4,1
LTE,502,19,43156,15841637,101.7878,2.9164,1000,22,1
LTE,502,19,43156,11994318,101.7919,2.9225,1000,3,1
LTE,502,19,5135,179862046,101.7924,2.925,1000,2,1
LTE,502,19,43156,5888713,101.7896,2.9272,1000,11,1
LTE,502,19,43156,7645512,101.7802,2.9317,1000,7,1
LTE,502,19,5135,179891220,101.7754,2.9319,1000,9,1
LTE,502,19,5135,179881236,101.7667,2.9424,1000,4,1
LTE,502,19,5135,179881226,101.7654,2.9444,1000,7,1
LTE,502,19,5135,179826698,101.7634,2.9479,1000,13,1
LTE,502,19,5135,179826718,101.7617,2.9518,1000,7,1
LTE,502,19,43156,22422197,101.7607,2.9536,1000,5,1
LTE,502,19,43156,7019592,101.7599,2.9548,1000,5,1
LTE,502,19,43156,6088057,101.7592,2.956,1000,5,1
LTE,502,19,43156,10161337,101.758,2.9642,1000,2,1
LTE,502,19,43156,7019702,101.7577,2.9646,1000,4,1
LTE,502,19,43286,7628982,101.7575,2.968,1000,12,1
LTE,502,19,43156,7019701,101.7575,2.967,1000,7,1
LTE,502,19,43286,7628983,101.7576,2.9735,1000,6,1
LTE,502,19,43286,8584137,101.7582,2.9753,1000,3,1
LTE,502,19,5135,179884574,101.7605,2.9753,1000,10,1
LTE,502,19,43286,7641782,101.7641,2.9777,1000,6,1
LTE,502,19,43286,7641802,101.7641,2.9786,1000,4,1
LTE,502,19,43286,10174137,101.7743,2.9958,1000,5,1
LTE,502,19,43286,3832763,101.7747,2.9976,1000,5,1
LTE,502,19,43286,22569495,101.775,3.0001,1000,6,1
LTE,502,19,43286,22569575,101.7742,3.0014,1000,6,1
LTE,502,19,43286,6292878,101.7684,3.0142,1000,5,1
LTE,502,19,43286,6292877,101.7692,3.0159,1000,5,1
LTE,502,19,43286,3840400,101.7714,3.036,1000,6,1
LTE,502,19,43286,25373623,101.7758,3.0473,1000,3,1
LTE,502,19,43286,25373622,101.7757,3.0489,1000,7,1
LTE,502,19,5111,179374100,101.6987,3.1526,1000,2,1
LTE,502,19,5111,179328522,101.6986,3.1536,1000,4,1
LTE,502,19,5111,179222804,101.6985,3.1555,1000,5,1
LTE,502,19,5111,179222814,101.6991,3.1564,1000,3,1
LTE,502,19,5111,179222794,101.7005,3.1562,1000,5,1
GSM,502,12,2040,39673,102.2384,2.2064,1000,1,1
GSM,502,13,23067,11171,100.7178,3.9086,1000,2,1
GSM,502,158,103,5623,100.7848,3.9652,1000,2,1
GSM,502,13,23016,21719,100.37,6.1168,1000,1,1
GSM,502,158,224,19763,100.9088,4.4761,1000,3,1
GSM,502,158,224,11002,100.6882,4.7966,1000,1,1
GSM,502,158,219,17652,102.1353,6.1647,1000,1,1
GSM,502,13,22518,11642,102.3119,6.1537,1000,2,1
GSM,502,13,24058,19313,103.7164,1.6157,1000,2,1
LTE,502,18,1017,207690854,101.7259,3.1241,1000,3,1
GSM,502,12,4129,56838,100.433,5.2207,1000,1,1
GSM,502,13,21036,17373,101.3304,2.9624,1000,2,1
GSM,502,12,2171,50368,101.647,3.1288,1000,1,1
GSM,502,13,23037,23389,100.4488,5.5145,1000,1,1
LTE,502,19,43286,7699402,101.6843,2.9571,1000,5,1
LTE,502,19,5132,179429406,101.6791,2.9627,1000,2,1
LTE,502,19,43157,7604687,101.6821,2.9415,1000,6,1
LTE,502,19,43157,7626442,101.6812,2.9395,1000,6,1
LTE,502,19,43157,7614923,101.6803,2.9377,1000,5,1
LTE,502,19,43157,7611081,101.6791,2.9344,1000,12,1
LTE,502,19,43157,17375303,101.6802,2.9305,1000,4,1
LTE,502,19,43157,17329229,101.6861,2.9274,1000,3,1
LTE,502,19,43157,7147593,101.6895,2.9308,1000,7,1
LTE,502,19,43156,7143752,101.6905,2.9345,1000,6,1
LTE,502,19,43156,7143756,101.6904,2.9356,1000,1,1
LTE,502,19,43156,7143886,101.6905,2.9359,1000,1,1
LTE,502,19,43157,17375306,101.6769,2.933,1000,4,1
LTE,502,19,43456,85896470,102.1678,2.4534,1176,31,1
LTE,502,19,43456,86016023,102.1775,2.446,1000,13,1
LTE,502,19,43456,86016022,102.1855,2.4446,1000,11,1
LTE,502,19,43456,85895192,102.1939,2.4433,1000,21,1
LTE,502,19,43456,85870777,102.253,2.3598,1000,6,1
LTE,502,19,5309,180244510,102.2995,2.2657,1000,3,1
LTE,502,19,5309,180257546,102.301,2.2652,1000,4,1
LTE,502,19,5309,180244500,102.3066,2.2609,1000,19,1
LTE,502,19,5309,180275998,102.3051,2.2484,1000,16,1
LTE,502,19,5309,180275988,102.3028,2.2403,1000,13,1
LTE,502,19,5309,180252446,102.302,2.2373,1000,10,1
LTE,502,19,5309,180260382,102.2997,2.2307,1000,19,1
LTE,502,19,5309,180260372,102.2993,2.2241,1000,14,1
LTE,502,19,5309,180250378,102.2963,2.2121,1029,29,1
LTE,502,19,5309,180275722,102.2987,2.2173,1000,6,1
LTE,502,19,5309,180275732,102.2982,2.2152,1000,5,1
LTE,502,19,5309,180250398,102.2931,2.2026,1000,9,1
LTE,502,19,5309,180267284,102.3129,2.1723,1000,17,1
LTE,502,19,5309,180258580,102.3169,2.1695,1000,4,1
LTE,502,19,5309,180258570,102.3194,2.1667,1000,12,1
LTE,502,19,5309,180263198,102.3225,2.1625,1000,9,1
LTE,502,19,43367,85884854,102.3227,2.162,1000,8,1
LTE,502,19,43367,85882267,102.323,2.1622,1000,4,1
LTE,502,19,43367,85882136,102.3227,2.1623,1000,1,1
LTE,502,19,43367,85881415,102.3231,2.1625,1000,3,1
LTE,502,19,43367,85882247,102.3231,2.1628,1000,1,1
LTE,502,19,43367,85884744,102.3235,2.1628,1000,2,1
LTE,502,19,43367,85881416,102.3231,2.1614,1000,6,1
LTE,502,19,43367,85882189,102.3254,2.1599,1000,13,1
LTE,502,19,43367,85882185,102.3295,2.1606,1000,6,1
LTE,502,19,43367,85882188,102.3315,2.1611,1000,3,1
LTE,502,19,43367,85882298,102.3328,2.1611,1000,3,1
LTE,502,19,43367,85882256,102.3375,2.162,1000,8,1
LTE,502,19,43367,85983384,102.3388,2.1615,1000,9,1
LTE,502,19,43367,85885623,102.341,2.1639,1000,4,1
LTE,502,19,43367,85983385,102.3423,2.1656,1000,4,1
LTE,502,19,43367,85885626,102.3435,2.1698,1000,16,1
LTE,502,19,43367,85885622,102.3457,2.1799,1000,4,1
LTE,502,19,43367,85885511,102.3497,2.1849,1000,13,1
LTE,502,19,43367,85885003,102.3495,2.186,1000,19,1
LTE,502,19,43367,85885030,102.3547,2.1887,1000,6,1
LTE,502,19,43367,85877686,102.3826,2.1876,1000,11,1
LTE,502,19,43367,85975989,102.4372,2.1801,1000,3,1
LTE,502,19,5309,180241684,102.4383,2.1831,1000,11,1
LTE,502,19,43367,85974201,102.4229,2.2482,3370,15,1
LTE,502,19,9377,86054933,102.4484,2.2354,1000,8,1
LTE,502,19,43367,85973783,102.4481,2.2374,1000,4,1
LTE,502,19,43367,85976904,102.4253,2.2499,1000,4,1
LTE,502,19,43367,85991369,102.4238,2.2503,1000,5,1
LTE,502,19,5307,180243210,102.3996,2.2791,1000,10,1
LTE,502,19,43367,85974806,102.3759,2.2859,1000,11,1
LTE,502,19,43437,85794485,101.7876,2.8443,1000,5,1
LTE,502,19,43156,8169654,101.7626,2.8571,1000,11,1
LTE,502,19,43157,8067273,101.7494,2.8564,911,26,1
LTE,502,19,43157,8067275,101.7385,2.8543,1000,11,1
LTE,502,19,43157,10681034,101.7312,2.8529,1000,16,1
LTE,502,19,43157,10680904,101.7256,2.8516,1000,6,1
LTE,502,19,43157,10680965,101.7225,2.8501,1000,10,1
LTE,502,19,43157,8758601,101.7196,2.8483,1000,6,1
LTE,502,19,43157,24087624,101.6996,2.8434,2157,23,1
LTE,502,19,43157,8873031,101.7109,2.8436,1000,14,1
LTE,502,19,43157,8873037,101.7053,2.8417,1000,6,1
LTE,502,19,43157,8873033,101.7019,2.8413,1000,11,1
LTE,502,19,43157,24087625,101.6874,2.8432,1000,15,1
LTE,502,19,43157,21251912,101.6899,2.8477,1359,17,1
LTE,502,152,5115,179360788,101.7134,3.1627,1000,6,1
LTE,502,152,5119,179395338,101.7436,3.0739,1000,1,1
LTE,502,152,5109,179394324,101.7424,3.0739,1000,1,1
LTE,502,152,5109,179393044,101.7415,3.0736,1000,1,1
LTE,502,19,43166,4475322,101.7352,3.0767,1000,1,1
LTE,502,19,43166,4475342,101.7332,3.0774,1000,1,1
LTE,502,152,5119,179201290,101.7318,3.0783,1000,2,1
LTE,502,152,5119,179233310,101.7093,3.0696,1000,1,1
LTE,502,19,43166,6810037,101.7059,3.0355,1000,1,1
LTE,502,19,43156,7605961,101.7613,2.9332,1000,2,1
LTE,502,19,43156,7618761,101.7622,2.9334,1000,1,1
LTE,502,152,5135,179891230,101.771,2.9366,1000,2,1
LTE,502,152,5135,179881738,101.7719,2.9347,1000,1,1
LTE,502,19,43156,6262088,101.7744,2.9326,1000,1,1
LTE,502,152,5135,179827220,101.7861,2.9311,1000,23,1
LTE,502,19,43156,7907941,101.7871,2.9315,1000,1,1
LTE,502,152,5135,179870730,101.7882,2.929,1000,18,1
